Gss year for this respondent                       ;Fathers highest degree;Mothers highest degree;Respondents sex;Race of respondent;Number of persons in household;Respondents income;Total family income;Vote obama or mccain;Vote obama or romney;Rs highest degree;Age of respondent;Number of children;Respondent id number;Number of hours worked last week;Rs occupational prestige score  (1970);Govt or private employee;Travel time to work;Marital status;Fathers census occupation code (1970);Mothers census occupation code (1980);Number of brothers and sisters;Ballot used for interview
2018;High school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;Graduate;70;3;625;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Don't know;Bachelor;Female;White;4;Not applicable;Not applicable;Not applicable;Obama;High school;49;3;626;72;0;Private;Not applicable;Separated;Not applicable;Not applicable;1;Ballot c
2018;Bachelor;Lt high school;Female;Other;3;Not applicable;Not applicable;Not applicable;Romney;Graduate;59;1;627;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot b
2018;High school;High school;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;31;1;628;50;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;Bachelor;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;Bachelor;77;1;629;Not applicable;0;Private;Not applicable;Separated;Not applicable;Not applicable;2;Ballot a
2018;Not applicable;Junior college;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;40;3;630;30;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot a
2018;Not applicable;Lt high school;Female;Black;2;Not applicable;Not applicable;Not applicable;No answer;Graduate;53;1;631;25;0;Private;Not applicable;Married;Not applicable;Not applicable;11;Ballot c
2018;High school;High school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;29;3;632;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;High school;Bachelor;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;39;1;633;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;27;1;634;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;Lt high school;Male;Black;1;Not applicable;Not applicable;Not applicable;Obama;Graduate;62;3;635;40;0;Government;Not applicable;Divorced;Not applicable;Not applicable;8;Ballot a
2018;Not applicable;Lt high school;Female;Black;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;48;4;636;32;0;Private;Not applicable;Separated;Not applicable;Not applicable;0;Ballot c
2018;Lt high school;Lt high school;Female;Other;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;28;1;637;40;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot b
2018;Not applicable;Bachelor;Male;Black;6;Not applicable;Not applicable;Not applicable;Obama;High school;47;6;638;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;15;Ballot a
2018;Not applicable;High school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;42;1;639;36;0;Private;Not applicable;Never married;Not applicable;Not applicable;7;Ballot b
2018;High school;Not applicable;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;38;3;640;15;0;Private;Not applicable;Married;Not applicable;Not applicable;6;Ballot b
2018;Graduate;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Other candidate (specify);Bachelor;53;1;641;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;High school;High school;Male;Black;3;Not applicable;Not applicable;Not applicable;Obama;High school;40;4;642;50;0;Private;Not applicable;Divorced;Not applicable;Not applicable;4;Ballot c
2018;Bachelor;Bachelor;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Junior college;57;2;643;75;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;Bachelor;Lt high school;Male;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;51;1;644;40;0;Government;Not applicable;Married;Not applicable;Not applicable;0;Ballot a
2018;Not applicable;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;Junior college;60;2;645;Not applicable;0;Private;Not applicable;Separated;Not applicable;Not applicable;4;Ballot c
2018;Lt high school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Graduate;55;0;646;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;8;Ballot b
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;40;3;647;52;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Not applicable;Lt high school;Male;White;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;25;2;648;35;0;Private;Not applicable;Married;Not applicable;Not applicable;10;Ballot b
2018;Lt high school;Lt high school;Female;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;19;0;649;Not applicable;0;No answer;Not applicable;Never married;Not applicable;Not applicable;7;Ballot b
2018;Don't know;Don't know;Male;Other;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;46;0;650;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;6;Ballot a
2018;Not applicable;Lt high school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;Lt high school;60;5;651;Not applicable;0;Government;Not applicable;Divorced;Not applicable;Not applicable;6;Ballot b
2018;Not applicable;Bachelor;Female;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;22;2;652;30;0;Government;Not applicable;Never married;Not applicable;Not applicable;4;Ballot a
2018;High school;Junior college;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;29;0;653;38;0;Private;Not applicable;Never married;Not applicable;Not applicable;4;Ballot a
2018;High school;Bachelor;Male;Black;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;28;0;654;25;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;High school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;36;2;655;45;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Graduate;Junior college;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;29;2;656;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;High school;Male;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;40;2;657;52;0;Private;Not applicable;Married;Not applicable;Not applicable;8;Ballot b
2018;Bachelor;Graduate;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;47;0;658;40;0;Private;Not applicable;Married;Not applicable;Not applicable;0;Ballot c
2018;High school;Junior college;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;No answer;1;659;No answer;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot b
2018;High school;High school;Male;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;51;2;660;30;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot a
2018;Bachelor;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;63;0;661;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;Junior college;Male;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;33;0;662;60;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot a
2018;Not applicable;High school;Female;Black;3;Not applicable;Not applicable;Not applicable;Obama;High school;47;2;663;40;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Lt high school;Female;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;26;1;664;28;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;Don't know;High school;Male;Black;2;Not applicable;Not applicable;Not applicable;Obama;Bachelor;68;2;665;20;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot a
2018;Graduate;Graduate;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;Bachelor;36;1;666;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;Junior college;34;0;667;89;0;Government;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;High school;Bachelor;Female;Black;4;Not applicable;Not applicable;Not applicable;Romney;Bachelor;30;0;668;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;5;Ballot c
2018;Don't know;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;71;2;669;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;0;Ballot b
2018;Bachelor;Bachelor;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;28;0;670;55;0;Don't know;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;High school;Male;Black;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;65;2;671;16;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot b
2018;Not applicable;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Romney;High school;49;4;672;20;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;Don't know;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;32;1;673;20;0;Private;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot b
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;21;0;674;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot a
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Romney;Junior college;38;2;675;27;0;Government;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;High school;High school;Male;White;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;22;0;676;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Lt high school;High school;Male;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;50;3;677;48;0;Government;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot a
2018;High school;Lt high school;Male;Black;3;Not applicable;Not applicable;Not applicable;Obama;High school;86;4;678;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot b
2018;Lt high school;Lt high school;Female;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;59;4;679;40;0;Private;Not applicable;Married;Not applicable;Not applicable;8;Ballot b
2018;Not applicable;Bachelor;Female;Black;3;Not applicable;Not applicable;Not applicable;Obama;Junior college;28;0;680;Not applicable;0;Not applicable;Not applicable;Divorced;Not applicable;Not applicable;11;Ballot a
2018;High school;Graduate;Male;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;54;2;681;40;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot c
2018;High school;Bachelor;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;Bachelor;71;0;682;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;High school;High school;Female;Black;4;Not applicable;Not applicable;Not applicable;Obama;Junior college;58;2;683;37;0;Government;Not applicable;Married;Not applicable;Not applicable;13;Ballot a
2018;Lt high school;Lt high school;Female;White;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;88;2;684;Not applicable;0;Not applicable;Not applicable;Widowed;Not applicable;Not applicable;7;Ballot b
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;34;2;685;40;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;High school;Bachelor;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;52;4;686;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Don't know;Don't know;Female;White;5;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;71;2;687;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;13;Ballot a
2018;Not applicable;High school;Female;Other;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;21;1;688;20;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Not applicable;High school;Male;Black;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;23;2;689;32;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Lt high school;Male;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;82;0;690;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;7;Ballot a
2018;Not applicable;Junior college;Male;Black;6;Not applicable;Not applicable;Not applicable;Obama;High school;34;3;691;30;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;Lt high school;Female;Black;6;Not applicable;Not applicable;Not applicable;Obama;High school;32;3;692;37;0;Private;Not applicable;Divorced;Not applicable;Not applicable;7;Ballot b
2018;Lt high school;Lt high school;Female;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;Graduate;43;0;693;30;0;Private;Not applicable;Divorced;Not applicable;Not applicable;5;Ballot a
2018;Lt high school;Lt high school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;75;2;694;Not applicable;0;Not applicable;Not applicable;Widowed;Not applicable;Not applicable;2;Ballot a
